location,ecc,orientation,ecc_ring,hit_rate_session1,miss_rate_session1,hit_rate,miss_rate,fa_rate,n_present
22,5.8138,0.0529,4,0.3888888888888889,0.5,0.3888888888888889,0.5,0.0012300123001230013,18
23,2.1954,0.1665,2,0.8181818181818182,0.18181818181818182,0.8181818181818182,0.18181818181818182,0.0012300123001230013,11
24,3.8,0.25,3,0.75,0.25,0.75,0.25,0.0036900369003690036,12
25,4.3909,0.3335,3,0.75,0.25,0.75,0.25,0.0012300123001230013,8
26,5.8052,0.3866,4,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.23076923076923078,0.0024600246002460025,13
27,7.6,0.4169,5,0.0,0.8,0.0,0.8,0.0,10
28,7.9209,0.4615,5,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.0012300123001230013,7
29,5.8138,0.4471,4,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0,7
30,3.8,0.4169,3,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0012300123001230013,6
31,2.1954,0.3335,2,0.7777777777777778,0.1111111111111111,0.7777777777777778,0.1111111111111111,0.0012300123001230013,18
32,2.1954,0.5,2,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,9
33,4.3909,0.5,3,0.8461538461538461,0.07692307692307693,0.8461538461538461,0.07692307692307693,0.0024600246002460025,13
34,6.5863,0.5,4,0.8571428571428571,0.0,0.8571428571428571,0.0,0.0,7
35,8.7818,0.5,5,0.14285714285714285,0.7619047619047619,0.14285714285714285,0.7619047619047619,0.0,21
36,7.9209,0.5385,5,0.875,0.125,0.875,0.125,0.0,8
37,5.8138,0.5529,4,0.8,0.0,0.8,0.0,0.0,5
38,3.8,0.5831,3,0.7222222222222222,0.2222222222222222,0.7222222222222222,0.2222222222222222,0.0,18
39,2.1954,0.6665,2,0.42857142857142855,0.5,0.42857142857142855,0.5,0.0,14
40,2.1954,0.8335,2,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.0,14
41,3.8,0.9169,3,0.7222222222222222,0.2777777777777778,0.7222222222222222,0.2777777777777778,0.0012300123001230013,18
42,5.8138,0.9471,4,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.0,13
43,7.9209,0.9615,5,0.21428571428571427,0.7142857142857143,0.21428571428571427,0.7142857142857143,0.0,14
44,7.6,0.9169,5,0.2857142857142857,0.6428571428571429,0.2857142857142857,0.6428571428571429,0.004920049200492005,14
45,5.8052,0.8866,4,0.5714285714285714,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.0024600246002460025,14
46,4.3909,0.8335,3,0.8333333333333334,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.0024600246002460025,12
47,3.8,0.75,3,0.9285714285714286,0.07142857142857142,0.9285714285714286,0.07142857142857142,0.0012300123001230013,14
48,4.3909,0.6665,3,0.8181818181818182,0.18181818181818182,0.8181818181818182,0.18181818181818182,0.0,11
49,5.8052,0.6134,4,0.6111111111111112,0.2777777777777778,0.6111111111111112,0.2777777777777778,0.0,18
50,7.6,0.5831,5,0.4,0.6,0.4,0.6,0.004920049200492005,10
51,7.912,0.6278,5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.0,12
52,6.5863,0.6665,4,0.7,0.3,0.7,0.3,0.008610086100861008,10
53,5.8052,0.7197,4,0.9285714285714286,0.07142857142857142,0.9285714285714286,0.07142857142857142,0.01107011070110701,14
54,5.8052,0.7803,4,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.01107011070110701,12
55,6.5863,0.8335,4,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.012300123001230012,11
56,7.912,0.8722,5,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,14
57,8.7818,0.8335,5,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.0036900369003690036,19
58,7.6158,0.7948,5,1.0,0.0,1.0,0.0,0.007380073800738007,6
59,7.6,0.75,5,0.5454545454545454,0.36363636363636365,0.5454545454545454,0.36363636363636365,0.006150061500615006,22
60,7.6158,0.7052,5,0.5384615384615384,0.46153846153846156,0.5384615384615384,0.46153846153846156,0.0012300123001230013,13
61,8.7818,0.6665,5,0.5714285714285714,0.35714285714285715,0.5714285714285714,0.35714285714285715,0.0012300123001230013,14
