location,ecc,orientation,ecc_ring,hit_rate_session1,miss_rate_session1,hit_rate,miss_rate,fa_rate,n_present
1,0.0,-1.0,1,1.0,0.0,1.0,0.0,0.0,16
2,2.1954,0.0,2,0.6,0.4,0.6,0.4,0.0012300123001230013,10
3,4.3909,0.0,3,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.0012300123001230013,14
4,6.5863,0.0,4,0.6923076923076923,0.3076923076923077,0.6923076923076923,0.3076923076923077,0.004920049200492005,13
5,8.7818,0.0,5,0.2,0.8,0.2,0.8,0.0,10
6,7.9209,0.0385,5,0.1,0.7,0.1,0.7,0.0012300123001230013,10
7,7.6,0.0831,5,0.13333333333333333,0.8,0.13333333333333333,0.8,0.0,15
8,7.912,0.1278,5,0.0,0.9166666666666666,0.0,0.9166666666666666,0.0,12
9,8.7818,0.1665,5,0.0,0.7857142857142857,0.0,0.7857142857142857,0.0,14
10,7.6158,0.2052,5,0.0,1.0,0.0,1.0,0.0,13
11,7.6,0.25,5,0.2,0.8,0.2,0.8,0.0,5
12,7.6158,0.2948,5,0.07692307692307693,0.7692307692307693,0.07692307692307693,0.7692307692307693,0.0,13
13,8.7818,0.3335,5,0.0,1.0,0.0,1.0,0.0,14
14,7.912,0.3722,5,0.0,0.9333333333333333,0.0,0.9333333333333333,0.0,15
15,6.5863,0.3335,4,0.4,0.4666666666666667,0.4,0.4666666666666667,0.0,15
16,5.8052,0.2803,4,0.25,0.625,0.25,0.625,0.0,16
17,5.8052,0.2197,4,0.6666666666666666,0.2,0.6666666666666666,0.2,0.0012300123001230013,15
18,6.5863,0.1665,4,0.3333333333333333,0.5,0.3333333333333333,0.5,0.0,18
19,4.3909,0.1665,3,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.23076923076923078,0.0024600246002460025,13
20,5.8052,0.1134,4,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.2857142857142857,0.0024600246002460025,14
21,3.8,0.0831,3,0.6666666666666666,0.2777777777777778,0.6666666666666666,0.2777777777777778,0.0,18
