location,ecc,orientation,ecc_ring,hit_rate_session1,miss_rate_session1,hit_rate,miss_rate,fa_rate,n_present
1,0.0,-1.0,1,0.75,0.25,0.75,0.25,0.0,8
2,1.8,0.0,2,0.75,0.25,0.75,0.25,0.0,8
3,3.1333,0.0,3,0.8,0.2,0.8,0.2,0.0,10
4,5.4,0.0,4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0012706480304955528,12
5,7.2,0.0,5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0012706480304955528,12
6,9.0,0.0,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,3
7,7.8849,0.0304,6,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.0,7
8,7.8522,0.0653,6,0.25,0.75,0.25,0.75,0.0012706480304955528,4
9,7.8522,0.102,6,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.5833333333333334,0.0,12
10,8.2501,0.1368,6,0.3333333333333333,0.5,0.3333333333333333,0.5,0.0,6
11,9.0,0.167,6,0.0,0.8888888888888888,0.0,0.8888888888888888,0.0,9
12,8.2723,0.1972,6,0.0,1.0,0.0,1.0,0.0,8
13,7.86,0.2318,6,0.2,0.6,0.2,0.6,0.0,5
14,7.86,0.2682,6,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.0012706480304955528,11
15,8.2723,0.3028,6,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.0,9
16,9.0,0.333,6,0.0,1.0,0.0,1.0,0.0012706480304955528,11
17,8.2501,0.3632,6,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.0,7
18,7.2,0.333,5,0.3,0.7,0.3,0.7,0.0012706480304955528,10
19,6.5069,0.2945,5,0.2,0.8,0.2,0.8,0.0012706480304955528,10
20,6.2432,0.25,5,0.8333333333333334,0.08333333333333333,0.8333333333333334,0.08333333333333333,0.005082592121982211,12
21,6.5069,0.2055,5,0.6923076923076923,0.23076923076923078,0.6923076923076923,0.23076923076923078,0.0038119440914866584,13
22,7.2,0.167,5,0.36363636363636365,0.6363636363636364,0.36363636363636365,0.6363636363636364,0.0,11
23,5.4,0.167,4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0025412960609911056,3
24,6.4919,0.1285,5,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0012706480304955528,7
25,4.7649,0.114,4,0.75,0.16666666666666666,0.75,0.16666666666666666,0.0,12
26,6.2432,0.0837,5,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.2857142857142857,0.0012706480304955528,7
27,4.7649,0.0533,4,0.8461538461538461,0.15384615384615385,0.8461538461538461,0.15384615384615385,0.0012706480304955528,13
28,6.2667,0.0388,5,0.625,0.25,0.625,0.25,0.0,8
29,3.1216,0.0837,3,0.5,0.5,0.5,0.5,0.0,8
30,3.6,0.167,3,0.4,0.4,0.4,0.4,0.0025412960609911056,5
31,4.7726,0.2199,4,0.6153846153846154,0.38461538461538464,0.6153846153846154,0.38461538461538464,0.0038119440914866584,13
32,4.7726,0.2801,4,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.5384615384615384,0.0025412960609911056,13
33,5.4,0.333,4,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,3
34,6.4919,0.3715,5,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,9
35,7.8522,0.398,6,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.0,6
36,7.8522,0.4347,6,0.25,0.5,0.25,0.5,0.0025412960609911056,8
37,6.2432,0.4163,5,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.0012706480304955528,12
38,4.7649,0.386,4,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0012706480304955528,6
39,3.6,0.333,3,0.6428571428571429,0.2857142857142857,0.6428571428571429,0.2857142857142857,0.0,14
40,3.1216,0.25,3,0.6923076923076923,0.3076923076923077,0.6923076923076923,0.3076923076923077,0.0025412960609911056,13
41,1.8,0.333,2,0.4,0.6,0.4,0.6,0.0012706480304955528,5
42,1.8,0.167,2,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.0,7
43,3.1216,0.4163,3,0.5,0.5,0.5,0.5,0.0,4
44,4.7649,0.4467,4,0.75,0.25,0.75,0.25,0.0012706480304955528,8
45,6.2667,0.4612,5,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.0,12
46,7.8849,0.4696,6,0.4166666666666667,0.5,0.4166666666666667,0.5,0.0012706480304955528,12
47,9.0,0.5,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,6
48,7.2,0.5,5,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,7
49,5.4,0.5,4,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0025412960609911056,12
50,3.1333,0.5,3,0.8,0.2,0.8,0.2,0.0,10
51,1.8,0.5,2,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334,0.0,6
52,3.1216,0.5837,3,0.3333333333333333,0.5,0.3333333333333333,0.5,0.0012706480304955528,6
53,1.8,0.667,2,0.6363636363636364,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.0,11
54,1.8,0.833,2,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,9
55,3.1216,0.9163,3,0.23076923076923078,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.0,13
56,4.7649,0.9467,4,0.4,0.4,0.4,0.4,0.0,10
