location,ecc,orientation,ecc_ring,hit_rate_session1,miss_rate_session1,hit_rate,miss_rate,fa_rate,n_present
57,6.2667,0.9612,5,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.0,11
58,7.8849,0.9696,6,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.5555555555555556,0.0,9
59,7.8522,0.9347,6,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0012706480304955528,7
60,6.2432,0.9163,5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,9
61,4.7649,0.886,4,0.7692307692307693,0.23076923076923078,0.7692307692307693,0.23076923076923078,0.0025412960609911056,13
62,3.6,0.833,3,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0025412960609911056,7
63,3.1216,0.75,3,0.7777777777777778,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0,9
64,3.6,0.667,3,0.7142857142857143,0.21428571428571427,0.7142857142857143,0.21428571428571427,0.0,14
65,4.7649,0.614,4,0.875,0.125,0.875,0.125,0.0,8
66,4.7649,0.5533,4,0.75,0.25,0.75,0.25,0.0012706480304955528,8
67,6.2667,0.5388,5,0.6923076923076923,0.3076923076923077,0.6923076923076923,0.3076923076923077,0.0,13
68,7.8849,0.5304,6,0.5384615384615384,0.3076923076923077,0.5384615384615384,0.3076923076923077,0.0012706480304955528,13
69,7.8522,0.5653,6,0.4166666666666667,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.0025412960609911056,12
70,6.2432,0.5837,5,1.0,0.0,1.0,0.0,0.0038119440914866584,12
71,7.8522,0.602,6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0025412960609911056,7
72,6.4919,0.6285,5,0.7272727272727273,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.0012706480304955528,11
73,5.4,0.667,4,0.75,0.25,0.75,0.25,0.007623888182973317,8
74,4.7726,0.7199,4,0.8888888888888888,0.0,0.8888888888888888,0.0,0.0012706480304955528,9
75,4.7726,0.7801,4,0.75,0.25,0.75,0.25,0.0,8
76,5.4,0.833,4,1.0,0.0,1.0,0.0,0.007623888182973317,7
77,6.4919,0.8715,5,1.0,0.0,1.0,0.0,0.0,7
78,7.8522,0.898,6,0.8,0.2,0.8,0.2,0.0,5
79,8.2501,0.8632,6,0.6363636363636364,0.2727272727272727,0.6363636363636364,0.2727272727272727,0.0063532401524777635,11
80,7.2,0.833,5,0.9166666666666666,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,12
81,6.5069,0.7945,5,0.6428571428571429,0.35714285714285715,0.6428571428571429,0.35714285714285715,0.0025412960609911056,14
82,6.2432,0.75,5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0038119440914866584,3
83,6.5069,0.7055,5,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0012706480304955528,7
84,7.2,0.667,5,0.75,0.25,0.75,0.25,0.0,8
85,8.2501,0.6368,6,0.18181818181818182,0.8181818181818182,0.18181818181818182,0.8181818181818182,0.0,11
86,9.0,0.667,6,1.0,0.0,1.0,0.0,0.0,1
87,8.2723,0.6972,6,0.625,0.375,0.625,0.375,0.0,8
88,7.86,0.7318,6,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.4444444444444444,0.0012706480304955528,9
89,7.86,0.7682,6,0.75,0.25,0.75,0.25,0.0012706480304955528,12
90,8.2723,0.8028,6,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,7
91,9.0,0.833,6,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.7142857142857143,0.0012706480304955528,7
