session,amplitude,presence,response_presence,reaction_time
2,1.2556,0,0,0.2824
2,1.2556,1,0,0.4219
2,1.2556,1,0,0.2763
2,1.2556,1,0,0.2546
2,1.2556,1,0,0.2918
2,1.2556,1,0,0.32
2,1.2556,1,0,0.3361
2,1.2556,1,0,0.322
2,1.2556,0,0,0.2976
2,1.2556,1,0,0.3403
2,1.2556,0,0,0.4214
2,1.2556,1,0,0.3377
2,1.2556,0,0,0.3481
2,1.2556,0,1,0.3255
2,1.2556,0,0,0.3352
1,0.9778,1,1,0.4123
1,0.9778,0,0,0.1582
1,0.9778,1,0,0.1559
1,0.9778,0,0,0.2082
1,0.9778,1,0,0.2299
1,0.9778,1,1,0.3018
1,0.9778,1,0,0.294
1,0.9778,1,0,0.2539
1,0.9778,1,0,0.3598
1,0.9778,1,0,0.3648
1,0.9778,1,0,0.3227
1,0.9778,1,0,0.3781
1,0.9778,0,1,0.3758
1,0.9778,1,0,0.2838
1,0.9778,0,1,0.2738
1,0.9778,1,1,0.2682
1,0.9778,0,0,0.2442
1,0.9778,0,0,0.9259
1,0.9778,1,1,0.3144
1,0.9778,1,1,0.4178
2,0.9778,0,0,0.2303
2,0.9778,0,0,0.204
2,0.9778,1,1,0.1934
2,0.9778,0,0,0.2554
2,0.9778,1,0,0.3154
2,0.9778,1,1,0.364
2,0.9778,0,0,0.3294
2,0.9778,1,0,0.2939
2,0.9778,1,0,0.3615
2,0.9778,1,0,0.3053
2,0.9778,1,1,0.3243
2,0.9778,0,1,0.316
2,0.9778,1,1,0.2263
2,0.9778,0,1,0.3499
2,0.9778,1,0,0.3166
2,0.9778,0,1,0.1717
2,0.9778,1,0,0.2284
2,0.9778,0,1,0.2578
2,0.9778,1,0,0.1799
2,0.9778,0,1,0.3159
1,0.7,0,1,0.3898
1,0.7,1,0,0.2982
1,0.7,0,1,0.2897
1,0.7,1,0,0.3938
1,0.7,0,1,0.2219
1,0.7,0,0,0.1519
1,0.7,0,1,0.2378
1,0.7,1,1,0.4378
1,0.7,0,1,0.321
1,0.7,0,1,0.2635
1,0.7,0,0,0.3692
1,0.7,1,1,0.2778
1,0.7,0,1,0.358
1,0.7,1,0,0.2578
1,0.7,1,0,0.564
1,0.7,1,1,0.2978
1,0.7,1,1,0.314
1,0.7,0,1,0.2979
1,0.7,1,0,0.3618
1,0.7,0,0,0.4457
2,0.7,0,1,0.3381
2,0.7,1,1,0.2502
2,0.7,0,0,0.2945
2,0.7,0,1,0.3135
2,0.7,0,0,0.3471
2,0.7,0,0,0.2833
2,0.7,1,0,0.2559
2,0.7,1,1,0.2838
2,0.7,0,0,0.2083
2,0.7,0,0,0.2159
2,0.7,0,1,0.22
2,0.7,1,0,0.1558
2,0.7,0,1,0.1886
2,0.7,1,0,0.3316
2,0.7,0,0,0.1096
2,0.7,1,0,0.0758
2,0.7,1,1,0.1794
2,0.7,1,0,0.1074
2,0.7,1,0,0.192
2,0.7,1,1,0.0621
3,3.1,1,1,0.2583
3,3.1,1,1,0.2389
3,3.1,0,0,0.1885
3,3.1,1,1,0.1209
3,3.1,0,0,0.2846
3,3.1,1,1,0.1845
3,3.1,1,0,0.2538
3,3.1,1,1,0.1448
3,3.1,0,0,0.1602
3,3.1,0,0,0.2021
3,3.1,0,0,0.3542
3,3.1,0,1,0.2024
3,3.1,0,0,0.2161
3,3.1,1,1,0.1435
3,3.1,0,0,0.1501
3,3.1,1,1,0.1342
3,3.1,0,0,0.1979
3,3.1,0,1,0.1003
3,3.1,0,0,0.2066
3,3.1,1,1,0.1323
4,3.1,0,0,0.1512
4,3.1,0,0,0.1858
4,3.1,0,1,0.146
4,3.1,1,1,0.1497
4,3.1,0,0,0.1476
4,3.1,1,1,0.154
4,3.1,0,0,0.1663
4,3.1,1,1,0.1061
4,3.1,0,0,0.1979
4,3.1,0,0,0.1594
4,3.1,1,1,0.1141
4,3.1,0,0,0.1423
4,3.1,1,1,0.1938
4,3.1,1,1,0.1655
4,3.1,1,0,0.1172
4,3.1,0,0,0.1615
4,3.1,1,1,0.2227
4,3.1,1,0,0.1198
4,3.1,1,1,0.1018
4,3.1,0,0,0.1573
3,2.8889,0,1,0.1645
3,2.8889,0,0,0.2057
3,2.8889,1,1,0.1497
3,2.8889,0,0,0.2603
3,2.8889,0,0,0.2638
3,2.8889,0,0,0.2259
3,2.8889,0,1,0.2882
3,2.8889,1,1,0.324
3,2.8889,1,1,0.1438
3,2.8889,0,0,0.1843
3,2.8889,1,1,0.1902
3,2.8889,1,1,0.1562
3,2.8889,0,0,0.2041
3,2.8889,0,0,0.2161
3,2.8889,0,1,0.3018
3,2.8889,1,1,0.1537
3,2.8889,1,0,0.154
3,2.8889,1,1,0.1757
3,2.8889,1,1,0.1266
3,2.8889,1,1,0.1357
4,2.8889,1,1,0.0935
4,2.8889,1,1,0.156
4,2.8889,0,0,0.0955
4,2.8889,1,1,0.0939
4,2.8889,1,1,0.1462
4,2.8889,0,1,0.2611
4,2.8889,1,1,0.1141
4,2.8889,1,1,0.1352
4,2.8889,0,0,0.1419
4,2.8889,1,1,0.0784
4,2.8889,0,1,0.0776
4,2.8889,1,1,0.0981
4,2.8889,0,0,0.2262
4,2.8889,0,1,0.3661
4,2.8889,1,1,0.1615
4,2.8889,1,0,0.1337
4,2.8889,1,1,0.1098
4,2.8889,0,1,0.1813
4,2.8889,0,0,0.1737
4,2.8889,0,1,0.2696
3,2.6778,0,0,0.248
3,2.6778,0,0,0.2445
3,2.6778,1,1,0.2043
3,2.6778,1,1,0.158
3,2.6778,0,0,0.3517
3,2.6778,1,1,0.1509
3,2.6778,1,0,0.182
3,2.6778,1,1,0.1462
3,2.6778,0,0,0.1338
3,2.6778,0,0,0.2123
3,2.6778,0,0,0.1141
3,2.6778,0,0,0.1396
3,2.6778,1,1,0.1637
3,2.6778,0,0,0.1304
3,2.6778,1,1,0.1721
3,2.6778,1,1,0.3002
3,2.6778,0,0,0.2082
3,2.6778,0,0,0.2238
3,2.6778,1,1,0.1081
3,2.6778,0,0,0.168
4,2.6778,1,1,0.2123
4,2.6778,1,1,0.1194
4,2.6778,0,0,0.1712
4,2.6778,1,1,0.2219
4,2.6778,0,0,0.1659
4,2.6778,1,1,0.1933
4,2.6778,0,0,0.1872
4,2.6778,1,1,0.1721
4,2.6778,0,0,0.1602
4,2.6778,1,1,0.1719
4,2.6778,0,0,0.104
4,2.6778,0,1,0.158
4,2.6778,1,0,0.1759
4,2.6778,0,0,0.3218
4,2.6778,0,1,0.1419
4,2.6778,0,0,0.2732
4,2.6778,1,1,0.2159
4,2.6778,1,1,0.1856
4,2.6778,1,1,0.4192
4,2.6778,0,0,0.3217
3,2.4667,0,0,0.2683
3,2.4667,1,0,0.1319
3,2.4667,1,1,0.1449
3,2.4667,1,1,0.162
3,2.4667,0,0,0.192
3,2.4667,0,0,0.1741
3,2.4667,1,1,0.1598
3,2.4667,1,1,0.1255
3,2.4667,0,0,0.1334
3,2.4667,0,1,0.2625
3,2.4667,1,0,0.1642
3,2.4667,1,1,0.3
3,2.4667,0,1,0.4054
3,2.4667,1,0,0.1801
3,2.4667,0,1,0.3861
3,2.4667,0,0,0.1896
3,2.4667,0,0,0.2035
3,2.4667,0,0,0.2581
3,2.4667,1,1,0.258
3,2.4667,1,0,0.44
4,2.4667,1,1,0.1978
4,2.4667,1,1,0.2099
4,2.4667,0,0,0.176
4,2.4667,0,1,0.2513
4,2.4667,0,1,0.5614
4,2.4667,1,1,0.235
4,2.4667,0,0,0.1737
4,2.4667,0,0,0.1993
4,2.4667,0,1,0.2641
4,2.4667,1,0,0.2795
4,2.4667,0,1,0.2434
4,2.4667,0,0,0.2613
4,2.4667,0,1,0.1638
4,2.4667,1,1,0.2617
4,2.4667,1,0,0.3519
4,2.4667,1,0,0.288
4,2.4667,0,1,0.2138
4,2.4667,1,0,0.2634
4,2.4667,1,0,0.4612
4,2.4667,0,1,0.2099
3,2.2556,0,0,0.1485
3,2.2556,0,1,0.1416
3,2.2556,0,0,0.168
3,2.2556,1,1,0.1504
3,2.2556,1,0,0.1199
3,2.2556,1,1,0.1923
3,2.2556,0,0,0.1422
3,2.2556,0,1,0.1758
3,2.2556,1,1,0.1863
3,2.2556,0,0,0.2382
3,2.2556,0,1,0.1799
3,2.2556,0,1,0.2518
3,2.2556,1,1,0.2777
3,2.2556,0,1,0.3761
3,2.2556,0,1,0.3183
3,2.2556,1,1,0.3855
3,2.2556,0,0,0.2079
3,2.2556,1,0,0.4233
3,2.2556,0,1,0.2448
3,2.2556,1,1,0.3015
4,2.2556,1,1,0.2879
4,2.2556,1,1,0.2376
4,2.2556,1,0,0.2461
4,2.2556,0,0,0.2693
4,2.2556,0,0,0.2919
4,2.2556,0,1,0.2102
4,2.2556,0,1,0.2595
4,2.2556,0,0,0.21
4,2.2556,1,1,0.2242
4,2.2556,0,1,0.31
4,2.2556,0,0,0.2399
4,2.2556,1,1,0.1896
4,2.2556,0,0,0.2732
4,2.2556,0,1,0.2799
4,2.2556,0,1,0.3077
4,2.2556,0,0,0.3061
4,2.2556,1,1,0.1356
4,2.2556,1,1,0.2956
4,2.2556,0,1,0.2803
4,2.2556,1,1,0.2755
3,2.0444,0,0,0.248
3,2.0444,1,1,0.1652
3,2.0444,0,0,0.1338
3,2.0444,0,1,0.1823
3,2.0444,1,1,0.1944
3,2.0444,0,0,0.1838
3,2.0444,1,0,0.2716
3,2.0444,0,1,0.1162
3,2.0444,0,0,0.2459
3,2.0444,1,0,0.1097
3,2.0444,0,0,0.2297
3,2.0444,0,0,0.2998
3,2.0444,0,0,0.2382
3,2.0444,1,0,0.1462
3,2.0444,1,1,0.2246
3,2.0444,0,0,0.1497
3,2.0444,1,1,0.2761
3,2.0444,0,0,0.1641
3,2.0444,0,1,0.1817
3,2.0444,0,0,0.2137
4,2.0444,0,0,0.3016
4,2.0444,1,1,0.1697
4,2.0444,0,1,0.2655
4,2.0444,1,0,0.216
4,2.0444,1,1,0.1561
4,2.0444,1,0,0.252
4,2.0444,1,0,0.3076
4,2.0444,0,1,0.1994
4,2.0444,0,0,0.2317
4,2.0444,1,1,0.2597
4,2.0444,0,0,0.0982
4,2.0444,0,0,0.2396
4,2.0444,1,1,0.1602
4,2.0444,1,0,0.2355
4,2.0444,1,1,0.1874
4,2.0444,0,0,0.1252
4,2.0444,0,1,0.1073
4,2.0444,1,1,0.1259
4,2.0444,1,0,0.1477
4,2.0444,1,0,0.1661
3,1.8333,1,1,0.201
3,1.8333,0,0,0.1083
3,1.8333,0,0,0.1809
3,1.8333,1,1,0.2045
3,1.8333,0,0,0.256
3,1.8333,1,0,0.1877
3,1.8333,0,0,0.0981
3,1.8333,1,1,0.1746
3,1.8333,1,0,0.176
3,1.8333,0,0,0.1177
3,1.8333,1,1,0.262
3,1.8333,1,0,0.1844
3,1.8333,1,1,0.1288
3,1.8333,0,0,0.12
3,1.8333,1,1,0.1316
3,1.8333,0,0,0.2596
3,1.8333,1,0,0.3166
3,1.8333,1,0,0.3657
3,1.8333,0,0,0.2522
3,1.8333,1,0,0.2096
4,1.8333,0,0,0.2083
4,1.8333,0,0,0.1598
4,1.8333,1,1,0.1398
4,1.8333,0,0,0.1419
4,1.8333,1,1,0.2657
4,1.8333,1,0,0.1215
4,1.8333,1,0,0.1753
4,1.8333,0,1,0.1301
4,1.8333,1,0,0.17
4,1.8333,1,1,0.1738
4,1.8333,1,0,0.1473
4,1.8333,0,0,0.1597
4,1.8333,1,1,0.1138
4,1.8333,0,0,0.1993
4,1.8333,1,1,0.1359
4,1.8333,0,0,0.1877
4,1.8333,1,1,0.1193
4,1.8333,1,0,0.2519
4,1.8333,0,1,0.1879
4,1.8333,0,0,0.2052
3,1.6222,0,0,0.236
3,1.6222,1,1,0.2085
3,1.6222,0,0,0.1582
3,1.6222,0,0,0.2624
3,1.6222,0,0,0.2855
3,1.6222,1,1,0.2261
3,1.6222,0,0,0.2497
3,1.6222,1,0,0.138
3,1.6222,0,1,0.1757
3,1.6222,1,0,0.192
3,1.6222,1,0,0.1135
3,1.6222,0,0,0.1972
3,1.6222,0,0,0.2301
3,1.6222,1,0,0.24
3,1.6222,0,0,0.0952
3,1.6222,0,0,0.2374
3,1.6222,0,1,0.2738
3,1.6222,1,1,0.1499
3,1.6222,0,1,0.2377
3,1.6222,0,0,0.2618
4,1.6222,1,0,0.2211
4,1.6222,1,1,0.2167
4,1.6222,0,1,0.2139
4,1.6222,1,1,0.1859
4,1.6222,1,0,0.2562
4,1.6222,1,0,0.2835
4,1.6222,1,1,0.1859
4,1.6222,0,0,0.224
4,1.6222,1,1,0.2239
4,1.6222,1,1,0.3893
4,1.6222,1,1,0.3279
4,1.6222,1,0,0.4261
4,1.6222,0,1,0.3443
4,1.6222,1,0,0.3213
4,1.6222,0,1,0.2562
4,1.6222,0,1,0.2763
4,1.6222,0,1,0.1976
4,1.6222,1,0,0.3079
4,1.6222,1,1,0.3182
4,1.6222,0,0,0.2875
3,1.4111,0,0,0.2359
3,1.4111,1,1,0.0915
3,1.4111,1,0,0.202
3,1.4111,1,0,0.2273
3,1.4111,0,0,0.362
3,1.4111,0,0,0.2559
3,1.4111,1,0,0.2412
3,1.4111,0,0,0.2632
3,1.4111,1,0,0.1612
3,1.4111,1,0,0.2297
3,1.4111,0,0,0.1737
3,1.4111,0,0,0.2236
3,1.4111,0,1,0.2156
3,1.4111,1,1,0.2177
3,1.4111,1,0,0.2393
3,1.4111,1,0,0.2559
3,1.4111,1,0,0.3211
3,1.4111,1,1,0.1635
3,1.4111,1,1,0.142
3,1.4111,1,1,0.2041
4,1.4111,0,0,0.216
4,1.4111,0,1,0.2378
4,1.4111,0,1,0.3708
4,1.4111,1,0,0.2245
4,1.4111,1,1,0.2363
4,1.4111,0,0,0.2301
4,1.4111,0,1,0.2752
4,1.4111,0,0,0.2298
4,1.4111,1,0,0.2984
4,1.4111,1,1,0.2324
4,1.4111,0,1,0.33
4,1.4111,0,0,0.1976
4,1.4111,1,1,0.2099
4,1.4111,0,0,0.1801
4,1.4111,1,1,0.2182
4,1.4111,0,0,0.1979
4,1.4111,1,1,0.2419
4,1.4111,1,1,0.1859
4,1.4111,0,0,0.1261
4,1.4111,0,1,0.2627
3,1.2,0,0,0.3217
3,1.2,1,1,0.1403
3,1.2,0,1,0.0956
3,1.2,1,0,0.0737
3,1.2,1,0,0.2757
3,1.2,1,1,0.2739
3,1.2,1,0,0.1895
3,1.2,0,1,0.1777
3,1.2,0,0,0.3139
3,1.2,1,1,0.1881
3,1.2,0,0,0.2012
3,1.2,0,0,0.1774
3,1.2,1,1,0.1718
3,1.2,1,1,0.1961
3,1.2,1,0,0.1557
3,1.2,0,1,0.2561
3,1.2,0,1,0.2539
3,1.2,0,0,0.2834
3,1.2,1,1,0.1675
3,1.2,0,0,0.1197
4,1.2,0,0,0.1783
4,1.2,1,1,0.134
4,1.2,1,1,0.1239
4,1.2,1,0,0.1479
4,1.2,1,1,0.1841
4,1.2,0,0,0.1582
4,1.2,0,1,0.1279
4,1.2,1,0,0.2004
4,1.2,0,1,0.1244
4,1.2,0,0,0.1456
4,1.2,1,1,0.1064
4,1.2,1,0,0.1779
4,1.2,1,1,0.0621
4,1.2,0,0,0.1623
4,1.2,0,1,0.1181
4,1.2,1,0,0.0361
4,1.2,0,1,0.0618
4,1.2,0,1,0.0943
4,1.2,0,0,0.078
4,1.2,1,0,0.1118
