session,detection_focus,location,response_location,reaction_time
2,5,5,5,0.4897
2,5,0,0,0.3298
2,5,5,0,0.3237
2,5,5,5,0.236
2,5,5,5,0.2801
2,5,0,5,0.3815
2,5,5,5,0.2199
2,5,0,0,0.2579
3,5,0,5,0.4936
3,5,5,5,0.1796
3,5,5,0,0.2221
3,5,0,0,0.42
3,5,5,0,0.3183
3,5,5,5,0.296
3,5,5,5,0.2795
3,5,0,0,0.3141
3,5,5,5,0.3273
3,5,0,0,0.2798
3,5,5,5,0.2679
3,5,0,5,0.5517
3,5,5,0,0.3397
3,5,0,5,0.7095
3,5,0,0,0.2499
3,5,5,0,0.2384
3,5,5,5,0.3661
3,5,5,5,0.2983
3,5,5,0,0.5493
3,5,5,0,0.928
4,5,0,0,0.2898
4,5,0,0,0.344
4,5,5,0,0.2578
4,5,5,5,0.2882
4,5,5,0,0.1678
4,5,5,0,0.6079
4,5,0,0,0.2399
4,5,0,0,0.2773
4,5,0,5,0.2563
4,5,5,5,0.1383
4,5,0,0,0.3557
4,5,5,0,0.3419
4,5,0,5,0.5516
4,5,0,0,0.2263
4,5,5,5,0.3139
4,5,5,0,0.6775
4,5,0,0,0.6742
4,5,0,0,0.3099
4,5,5,5,0.358
4,5,5,5,0.4077
1,6,6,0,0.4818
1,6,0,0,0.2398
1,6,0,0,0.3096
1,6,6,0,0.4841
1,6,0,0,0.2939
1,6,6,0,0.222
1,6,0,0,0.22
1,6,6,0,0.3301
1,6,6,6,0.1916
1,6,6,0,0.3583
1,6,0,0,0.2404
1,6,6,0,0.4139
1,6,0,0,0.2363
1,6,0,0,0.272
1,6,0,0,0.2479
1,6,0,0,0.4518
1,6,0,6,0.5423
1,6,6,6,0.1659
1,6,0,0,0.1982
1,6,0,6,0.5137
2,6,0,6,0.5538
2,6,6,6,0.2958
2,6,6,0,0.4899
2,6,0,0,0.5639
2,6,6,6,0.6376
2,6,0,0,0.4977
2,6,6,0,0.3398
2,6,6,6,0.7096
2,6,6,6,0.5437
2,6,6,0,0.4077
2,6,0,0,0.2539
2,6,0,6,0.4475
2,6,6,6,0.3077
2,6,6,6,0.5896
2,6,0,6,0.7979
2,6,6,0,0.3917
2,6,6,6,0.2942
2,6,6,0,0.3819
2,6,0,0,0.3038
2,6,6,6,0.4078
3,6,0,0,0.3517
3,6,0,0,0.3523
3,6,0,0,0.2955
3,6,0,0,0.2157
3,6,6,6,0.4618
3,6,0,0,0.2758
3,6,0,0,0.2318
3,6,0,6,0.2925
3,6,0,0,0.9634
3,6,6,6,0.5657
3,6,6,0,0.2057
3,6,6,0,0.3781
3,6,6,0,0.308
3,6,0,0,0.2782
3,6,0,6,0.5323
3,6,0,0,0.3577
3,6,6,0,0.754
3,6,0,0,0.3535
3,6,6,6,0.6201
3,6,6,0,0.3557
4,6,6,6,0.3419
4,6,0,0,0.2097
4,6,6,0,0.1618
4,6,0,6,0.442
4,6,6,0,0.378
4,6,0,6,0.3635
4,6,6,6,0.2546
4,6,6,0,0.1877
4,6,0,0,0.1758
4,6,0,0,0.1715
4,6,6,0,0.3701
4,6,6,0,0.562
4,6,0,0,0.1619
4,6,0,0,0.1543
4,6,0,6,0.2304
4,6,0,0,0.3418
4,6,6,0,0.2643
4,6,6,6,0.2999
4,6,6,0,0.2098
4,6,6,6,0.4021
1,7,0,0,0.3003
1,7,7,7,0.2858
1,7,7,7,0.3679
1,7,7,7,0.3518
1,7,7,0,0.3137
1,7,0,7,0.7196
1,7,7,7,0.1683
1,7,0,0,0.27
1,7,0,0,0.4279
1,7,7,7,0.3682
1,7,0,7,0.4479
1,7,7,7,0.5797
1,7,7,0,0.3839
1,7,0,7,0.5197
1,7,7,7,0.2318
1,7,7,0,0.5221
1,7,0,0,0.2501
1,7,0,0,0.3059
1,7,7,0,0.3537
1,7,7,7,0.3877
2,7,0,0,0.2944
2,7,0,0,0.5446
2,7,0,7,0.3838
2,7,0,0,0.2638
2,7,7,0,0.3721
2,7,0,0,0.3058
2,7,0,7,0.2841
2,7,7,7,0.1585
2,7,0,0,0.3198
2,7,7,0,0.4478
2,7,0,0,0.2859
2,7,0,0,0.3358
2,7,7,7,0.3797
2,7,0,0,0.4338
2,7,7,7,0.2938
2,7,7,7,0.3278
2,7,0,7,0.3698
2,7,7,7,0.1942
2,7,0,7,0.4657
2,7,7,7,0.1902
3,7,0,7,0.3118
3,7,7,0,0.2777
3,7,7,7,0.2262
3,7,0,0,0.2258
3,7,0,0,0.3918
3,7,0,7,0.6498
3,7,7,0,0.256
3,7,7,7,0.1579
3,7,0,0,0.2259
3,7,0,0,0.3856
3,7,0,0,0.8978
3,7,0,0,0.3657
3,7,7,0,0.2242
3,7,7,0,0.5976
3,7,0,0,1.0194
3,7,7,0,0.2977
3,7,7,7,0.414
3,7,7,7,0.2042
3,7,0,0,0.1559
3,7,7,0,0.3569
4,7,7,0,0.1205
4,7,7,0,0.2121
4,7,7,7,0.1079
4,7,7,7,0.3941
4,7,0,0,0.2395
4,7,7,0,0.3681
4,7,0,0,0.1836
4,7,0,0,0.2782
4,7,7,0,0.2961
4,7,0,0,0.2284
4,7,7,7,0.4837
4,7,0,0,0.1683
4,7,0,7,0.3461
4,7,0,7,0.6582
4,7,7,7,0.2159
4,7,7,7,0.5319
4,7,7,7,0.5276
4,7,0,0,0.2963
4,7,0,0,0.6378
4,7,7,0,0.204
1,8,8,0,0.6637
1,8,8,8,0.3163
1,8,8,0,0.6197
1,8,0,0,0.2819
1,8,8,8,0.2203
1,8,0,8,0.5318
1,8,0,0,0.404
1,8,8,8,0.4018
1,8,0,0,0.3359
1,8,0,0,0.7994
1,8,8,8,0.2923
1,8,8,8,0.4538
1,8,0,0,0.3239
1,8,8,8,0.2458
1,8,0,0,0.3382
1,8,0,0,0.6278
1,8,0,0,0.4138
1,8,8,8,0.4252
1,8,8,8,0.3559
1,8,0,0,0.38
2,8,8,8,0.3284
2,8,0,0,0.3677
2,8,8,0,0.5058
2,8,8,8,0.1545
2,8,0,0,0.4018
2,8,0,8,0.6076
2,8,8,8,0.118
2,8,0,0,0.3897
2,8,0,0,0.7555
2,8,8,8,0.284
2,8,0,0,0.3738
2,8,0,0,0.4935
2,8,0,0,0.4337
2,8,0,8,0.8378
2,8,8,8,0.3298
2,8,8,8,0.3938
2,8,8,8,0.296
2,8,8,8,0.2758
2,8,0,0,0.3897
2,8,0,0,0.3638
3,8,0,0,0.3875
3,8,0,0,0.266
3,8,8,8,0.448
3,8,8,8,0.2395
3,8,0,0,0.292
3,8,8,0,0.3136
3,8,0,0,0.5817
3,8,0,0,0.3964
3,8,8,0,0.3179
3,8,0,0,0.2499
3,8,0,0,0.1919
3,8,0,8,0.3139
3,8,0,0,0.1719
3,8,8,8,0.3102
3,8,0,0,0.2338
3,8,0,0,0.1461
3,8,8,0,0.2283
3,8,0,0,0.2339
3,8,0,0,0.1859
3,8,8,8,0.2116
4,8,0,0,0.2678
4,8,8,8,0.2184
4,8,0,0,0.1237
4,8,8,8,0.3738
4,8,8,0,0.1763
4,8,0,0,0.4418
4,8,8,0,0.2302
4,8,0,0,0.39
4,8,0,0,0.1663
4,8,0,0,0.1943
4,8,0,0,0.1959
4,8,0,0,0.2347
4,8,0,0,0.2397
4,8,8,0,0.3198
4,8,8,8,0.4678
4,8,8,0,0.204
4,8,8,8,0.3015
4,8,0,0,0.2381
4,8,8,0,0.2536
4,8,0,0,0.3898
1,9,0,0,0.2542
1,9,0,0,0.2579
1,9,0,0,0.2419
1,9,0,0,0.2899
1,9,9,9,0.2422
1,9,0,0,0.194
1,9,9,9,0.2539
1,9,0,0,0.2641
1,9,0,0,0.4178
1,9,9,9,0.2107
1,9,9,9,0.4276
1,9,0,9,0.4181
1,9,9,9,0.254
1,9,0,0,0.1936
1,9,0,0,0.266
1,9,9,9,0.2358
1,9,9,9,0.21
1,9,0,0,0.246
1,9,9,9,0.2196
1,9,9,9,0.1562
2,9,9,9,0.2265
2,9,0,0,0.494
2,9,0,0,0.3458
2,9,9,0,0.3279
2,9,0,0,0.3198
2,9,9,9,0.354
2,9,0,0,0.3678
2,9,9,9,0.3257
2,9,9,9,0.3816
2,9,0,0,0.3338
2,9,9,9,0.3098
2,9,0,0,0.2478
2,9,0,0,0.3398
2,9,0,0,0.4857
2,9,9,9,0.3039
2,9,9,9,0.2181
2,9,0,9,0.4237
2,9,0,0,0.3178
2,9,0,0,0.3838
2,9,9,9,0.2216
3,9,9,0,0.2419
3,9,0,0,0.4141
3,9,9,0,0.224
3,9,9,9,0.2143
3,9,0,0,0.3099
3,9,9,9,0.4035
3,9,0,0,0.4997
3,9,0,0,0.2479
3,9,0,0,0.3359
3,9,0,0,0.228
3,9,9,9,0.3143
3,9,9,0,0.1659
3,9,0,0,0.2404
3,9,0,0,0.3698
3,9,0,0,0.1866
3,9,0,0,0.3658
3,9,9,9,0.3435
3,9,0,0,0.25
3,9,0,0,0.2658
3,9,0,0,0.2262
4,9,9,9,0.3342
4,9,9,9,0.2638
4,9,0,0,0.2143
4,9,9,9,0.244
4,9,0,0,0.3061
4,9,9,9,0.2638
4,9,9,9,0.204
4,9,9,9,0.2441
4,9,0,0,0.192
4,9,9,9,0.4636
4,9,9,9,0.3119
4,9,0,0,0.2679
4,9,9,9,0.1706
4,9,0,9,0.5154
4,9,9,9,0.3118
4,9,9,9,0.2661
4,9,0,0,0.1998
4,9,9,9,0.2725
4,9,0,0,0.2061
4,9,0,0,0.1938
1,10,0,0,0.2505
1,10,10,10,0.198
1,10,10,10,0.1883
1,10,10,10,0.1402
1,10,0,0,0.236
1,10,10,10,0.3223
1,10,0,0,0.234
1,10,10,10,0.3758
1,10,0,0,0.2681
1,10,0,0,0.5597
1,10,10,10,0.21
1,10,10,10,0.212
1,10,10,10,0.1885
1,10,0,0,0.3555
1,10,0,0,0.2679
1,10,0,0,0.3159
1,10,0,0,0.2799
1,10,10,10,0.2342
1,10,0,0,0.4201
1,10,10,10,0.4084
2,10,10,10,0.2344
2,10,10,10,0.2719
2,10,0,0,0.2518
2,10,10,0,0.6218
2,10,0,0,0.514
2,10,0,0,0.2418
2,10,0,0,0.238
2,10,10,10,0.2578
2,10,0,0,0.2641
2,10,10,10,0.318
2,10,0,0,0.2299
2,10,0,0,0.3246
2,10,0,0,0.4066
2,10,10,10,0.2562
2,10,10,10,0.3705
2,10,0,0,0.3138
2,10,0,0,0.6317
2,10,0,0,0.2958
2,10,0,0,0.3138
2,10,10,10,0.3518
3,10,10,0,0.3794
3,10,10,10,0.2682
3,10,10,10,0.3638
3,10,0,0,0.4054
3,10,0,0,0.2602
3,10,0,0,0.2924
3,10,10,10,0.2402
3,10,10,10,0.3994
3,10,0,0,0.23
3,10,10,10,0.1943
3,10,10,10,0.2779
3,10,0,0,0.5556
3,10,0,10,0.3557
3,10,10,10,0.1598
3,10,0,0,0.2401
3,10,0,0,0.1722
3,10,10,10,0.2435
3,10,0,0,0.4199
3,10,10,10,0.3282
3,10,0,0,0.3542
4,10,10,10,0.2944
4,10,0,0,0.2582
4,10,0,0,0.2419
4,10,10,10,0.1997
4,10,10,10,0.2334
4,10,0,0,0.2778
4,10,0,0,0.2738
4,10,10,10,0.2798
4,10,10,10,0.2121
4,10,0,0,0.4851
4,10,10,10,0.1719
4,10,0,0,0.3315
4,10,10,10,0.2378
4,10,0,0,0.4038
4,10,10,10,0.1803
4,10,0,0,0.1725
4,10,10,10,0.1735
4,10,10,10,0.1759
4,10,10,10,0.1779
4,10,10,10,0.1478
1,11,0,0,0.2639
1,11,11,11,0.3597
1,11,11,11,0.1979
1,11,0,0,0.4859
1,11,11,11,0.2867
1,11,11,11,0.248
1,11,11,11,0.4315
1,11,11,11,0.2119
1,11,11,11,0.194
1,11,11,11,0.2601
1,11,11,11,0.1665
1,11,0,0,0.4179
1,11,0,11,0.3898
1,11,0,0,0.292
1,11,0,0,0.2536
1,11,0,0,0.3838
1,11,0,11,0.42
1,11,0,0,0.318
1,11,0,11,0.4277
1,11,0,0,0.334
2,11,0,0,0.2623
2,11,11,11,0.2323
2,11,0,0,0.4241
2,11,11,11,0.3481
2,11,11,11,0.1659
2,11,11,11,0.3758
2,11,0,0,0.1998
2,11,11,11,0.2458
2,11,0,0,0.2299
2,11,11,11,0.2583
2,11,0,0,0.4457
2,11,11,11,0.2498
2,11,11,11,0.3598
2,11,11,11,0.2578
2,11,0,11,0.6196
2,11,11,11,0.152
2,11,0,0,0.312
2,11,0,0,0.4657
2,11,11,11,0.1344
2,11,11,0,0.5277
3,11,11,0,0.1923
3,11,11,11,0.1998
3,11,0,0,0.192
3,11,11,11,0.2634
3,11,0,0,0.3023
3,11,0,0,0.1402
3,11,0,0,0.1081
3,11,0,0,0.2121
3,11,11,11,0.1541
3,11,0,0,0.1676
3,11,11,11,0.442
3,11,0,0,0.2717
3,11,0,0,0.2296
3,11,11,11,0.5357
3,11,0,0,0.244
3,11,11,11,0.17
3,11,11,11,0.3104
3,11,11,11,0.3584
3,11,11,11,0.2063
3,11,11,11,0.1678
4,11,11,11,0.2545
4,11,0,0,0.2099
4,11,11,11,0.2962
4,11,11,11,0.1364
4,11,0,0,0.0961
4,11,11,11,0.2499
4,11,11,11,0.3142
4,11,0,0,0.1878
4,11,0,0,0.4858
4,11,11,11,0.2739
4,11,11,11,0.1657
4,11,0,0,0.1518
4,11,0,0,0.2425
4,11,11,11,0.3139
4,11,0,11,0.284
4,11,11,11,0.3277
4,11,0,0,0.21
4,11,0,0,0.2559
4,11,0,0,0.3997
4,11,11,11,0.2554
1,12,0,0,0.2264
1,12,0,0,0.3424
1,12,0,0,0.224
1,12,12,12,0.362
1,12,12,0,0.2801
1,12,0,0,0.2747
1,12,0,0,0.2649
1,12,12,0,0.3159
1,12,0,0,0.3338
1,12,0,0,0.3106
1,12,0,0,0.2479
1,12,12,12,0.3159
1,12,0,0,0.244
1,12,0,0,0.2837
1,12,0,0,0.3359
1,12,0,0,0.3359
1,12,0,0,0.2405
1,12,0,0,0.3319
1,12,0,0,0.21
1,12,0,0,0.192
2,12,12,0,0.3033
2,12,0,12,0.4641
2,12,0,0,0.1939
2,12,0,0,0.2539
2,12,12,12,0.4439
2,12,0,0,0.2978
2,12,12,0,0.2519
2,12,12,12,0.1846
2,12,12,0,0.4318
2,12,12,12,0.4378
2,12,0,0,0.2499
2,12,0,0,0.3418
2,12,12,12,0.3984
2,12,12,0,0.2379
2,12,12,12,0.1678
2,12,12,0,0.2138
2,12,0,0,0.4277
2,12,12,0,0.3361
2,12,0,12,0.3776
2,12,12,12,0.2019
3,12,0,0,0.1858
3,12,0,0,0.3878
3,12,0,0,0.2705
3,12,12,0,0.2579
3,12,0,0,0.2382
3,12,12,12,0.2939
3,12,12,12,0.6014
3,12,0,0,0.2443
3,12,12,0,0.4155
3,12,12,0,0.4396
3,12,12,12,0.3682
3,12,0,0,0.2398
3,12,0,0,0.2141
3,12,0,0,0.2136
3,12,0,0,0.2999
3,12,12,12,0.2739
3,12,12,12,0.6793
3,12,0,0,0.2599
3,12,12,0,0.2278
3,12,0,0,0.4036
4,12,0,0,0.2075
4,12,12,12,0.3815
4,12,12,12,0.2161
4,12,0,0,0.1937
4,12,0,0,0.234
4,12,0,0,0.3637
4,12,0,12,0.4856
4,12,0,0,0.1963
4,12,0,0,0.218
4,12,0,0,0.4902
4,12,12,12,0.2402
4,12,0,0,0.12
4,12,12,0,0.2636
4,12,12,12,0.2201
4,12,0,0,0.1401
4,12,12,0,0.2316
4,12,12,12,0.1957
4,12,0,0,0.3579
4,12,12,0,0.3661
4,12,12,12,0.2879
1,13,13,13,0.3647
1,13,13,13,0.3642
1,13,0,0,0.4099
1,13,0,0,0.2142
1,13,0,0,0.248
1,13,13,13,0.4178
1,13,0,0,0.1946
1,13,0,0,0.2078
1,13,13,13,0.3438
1,13,0,0,0.176
1,13,13,13,0.3516
1,13,0,0,0.2159
1,13,0,0,0.1882
1,13,13,0,0.2181
1,13,0,0,0.2319
1,13,0,0,0.3005
1,13,13,0,0.4381
1,13,0,0,0.3159
1,13,0,0,0.2841
1,13,0,0,0.3019
2,13,0,0,0.3081
2,13,13,0,0.4538
2,13,0,0,0.2079
2,13,13,13,0.4541
2,13,13,0,0.2819
2,13,13,13,0.1737
2,13,0,0,0.1882
2,13,13,0,0.5775
2,13,13,13,0.3784
2,13,0,0,0.4957
2,13,0,0,0.2281
2,13,0,0,0.2901
2,13,13,13,0.7581
2,13,0,0,0.4039
2,13,13,13,0.3398
2,13,13,13,0.7702
2,13,0,0,0.328
2,13,0,0,0.4694
2,13,0,13,0.7677
2,13,13,13,0.3021
3,13,0,0,0.2557
3,13,0,0,0.3177
3,13,13,0,0.1776
3,13,0,0,0.1015
3,13,0,0,0.4558
3,13,13,0,0.692
3,13,0,0,0.2758
3,13,13,13,0.3117
3,13,13,0,0.3557
3,13,13,13,0.4498
3,13,13,13,0.5256
3,13,13,0,0.2977
3,13,13,0,0.2996
3,13,13,13,0.1635
3,13,0,13,0.5316
3,13,0,0,0.3814
3,13,0,0,0.3194
3,13,13,0,0.316
3,13,13,0,0.5122
3,13,0,0,0.2814
4,13,0,0,0.2001
4,13,0,0,0.3182
4,13,13,0,0.1859
4,13,13,0,0.1793
4,13,13,13,0.1323
4,13,0,0,0.182
4,13,0,0,0.2601
4,13,0,0,0.1818
4,13,0,0,0.2603
4,13,13,0,0.3139
4,13,13,13,0.6958
4,13,0,0,0.3175
4,13,13,13,0.2801
4,13,13,0,0.1594
4,13,0,0,0.3042
4,13,0,0,0.2542
4,13,13,0,0.2878
4,13,0,0,0.2279
4,13,13,0,0.1857
4,13,13,13,0.1855
1,14,0,0,0.252
1,14,0,0,0.2149
1,14,0,0,0.18
1,14,0,0,0.234
1,14,14,0,0.1919
1,14,14,0,0.2566
1,14,14,14,0.3921
1,14,14,14,0.2223
1,14,14,14,0.3318
1,14,0,0,0.2205
1,14,0,0,0.2305
1,14,14,14,0.2519
1,14,14,14,0.2386
1,14,0,0,0.35
1,14,14,14,0.2943
1,14,14,14,0.264
1,14,0,0,0.2504
1,14,0,0,0.232
1,14,0,14,0.4836
1,14,0,0,0.2846
2,14,0,0,0.4661
2,14,0,0,0.3959
2,14,0,0,0.3639
2,14,0,0,0.23
2,14,14,14,0.2921
2,14,0,0,0.2318
2,14,14,14,0.2758
2,14,0,0,0.2638
2,14,14,14,0.4038
2,14,14,14,0.3378
2,14,14,14,0.4597
2,14,0,0,0.3901
2,14,0,0,0.2939
2,14,0,0,0.282
2,14,14,14,0.3418
2,14,0,0,0.2219
2,14,14,14,0.5478
2,14,14,14,0.3278
2,14,0,0,0.2139
2,14,0,0,0.2316
3,14,0,0,0.2618
3,14,14,14,0.3397
