session,detection_focus,location,response_location,reaction_time
2,2,0,0,0.1097
2,2,2,0,0.2159
2,2,0,0,0.2179
2,2,2,2,0.1738
2,2,2,2,0.22
2,2,0,0,0.2079
2,2,2,2,0.1623
2,2,2,2,0.2298
2,2,0,0,0.1519
2,2,2,2,0.1319
2,2,0,0,0.2002
2,2,2,2,0.124
2,2,0,0,0.0981
2,2,0,0,0.428
2,2,0,2,0.3736
2,2,2,2,0.2498
2,2,2,2,0.2089
2,2,2,2,0.1699
2,2,0,0,0.3778
2,2,2,2,0.1819
2,2,0,2,0.3455
2,2,2,2,0.3339
2,2,0,2,0.266
2,2,0,0,0.2517
2,2,2,2,0.1345
2,2,0,0,0.2438
2,2,0,2,0.2996
3,2,0,0,0.207
3,2,0,0,0.1764
3,2,0,0,0.2861
3,2,2,2,0.238
3,2,2,2,0.1539
3,2,0,0,0.1844
3,2,2,2,0.1558
3,2,0,0,0.2099
3,2,2,2,0.1178
3,2,0,0,0.1427
3,2,0,0,0.2278
3,2,2,2,0.1757
3,2,2,2,0.1167
3,2,2,2,0.2043
3,2,2,2,0.2878
3,2,0,0,0.2904
3,2,0,0,0.2319
3,2,2,2,0.2539
3,2,2,2,0.2226
3,2,2,2,0.2082
3,2,2,2,0.1874
3,2,2,2,0.336
3,2,0,0,0.4217
3,2,2,2,0.2183
3,2,0,0,0.4034
3,2,2,2,0.1844
3,2,0,0,0.2301
3,2,0,0,0.2239
3,2,2,2,0.1725
3,2,2,2,0.2558
4,2,0,0,0.2044
4,2,0,0,0.2075
4,2,0,0,0.1899
4,2,2,2,0.1843
4,2,2,2,0.3098
4,2,2,2,0.182
4,2,0,0,0.1579
4,2,0,0,0.2678
4,2,2,2,0.2667
4,2,2,2,0.2061
4,2,2,2,0.2098
4,2,0,0,0.1661
4,2,2,2,0.1637
4,2,2,2,0.1778
4,2,0,0,0.2715
4,2,2,2,0.1202
4,2,0,0,0.234
4,2,0,0,0.2358
4,2,2,2,0.3434
4,2,2,2,0.2396
4,2,0,0,0.2284
4,2,0,0,0.5497
4,2,2,2,0.214
4,2,2,2,0.2842
4,2,2,2,0.1641
4,2,2,2,0.1815
4,2,2,2,0.1536
4,2,0,0,0.3201
4,2,2,2,0.1042
4,2,2,2,0.1301
1,3,3,3,0.2087
1,3,0,0,0.1703
1,3,3,3,0.2059
1,3,0,3,0.1939
1,3,3,3,0.3877
1,3,3,3,0.2249
1,3,0,3,0.2761
1,3,3,3,0.3
1,3,3,3,0.1778
1,3,0,0,0.1901
1,3,3,3,0.2099
1,3,0,0,0.284
1,3,0,3,0.14
1,3,0,0,0.3058
1,3,0,3,0.2879
1,3,0,3,0.2502
1,3,0,0,0.1695
1,3,0,0,0.338
1,3,3,3,0.208
1,3,3,3,0.2018
1,3,3,0,0.156
1,3,3,0,0.4499
1,3,0,0,0.3618
1,3,3,3,0.2939
1,3,3,3,0.2358
1,3,0,0,0.142
1,3,3,0,0.1719
1,3,3,3,0.1142
1,3,3,3,0.2487
1,3,3,0,0.3127
2,3,0,0,0.3149
2,3,0,3,0.3759
2,3,0,0,0.2938
2,3,3,3,0.2622
2,3,3,3,0.5036
2,3,3,3,0.2859
2,3,3,3,0.2059
2,3,3,3,0.2798
2,3,3,3,0.3857
2,3,3,3,0.2858
2,3,0,3,0.4138
2,3,3,3,0.3519
2,3,3,3,0.2599
2,3,3,0,0.3038
2,3,0,0,0.4458
2,3,0,3,0.4698
2,3,0,3,0.3439
2,3,3,3,0.4437
2,3,3,0,0.3179
2,3,3,3,0.2197
2,3,0,3,0.3918
2,3,3,3,0.4598
2,3,0,0,0.358
2,3,0,0,0.4178
2,3,3,3,0.2539
2,3,0,0,0.3456
2,3,3,3,0.2898
2,3,3,3,0.3201
2,3,3,0,0.2239
2,3,3,3,0.2739
3,3,0,3,0.2641
3,3,0,0,0.3137
3,3,3,3,0.2022
3,3,3,3,0.112
3,3,0,0,0.2721
3,3,0,3,0.1757
3,3,0,0,0.3016
3,3,3,3,0.1879
3,3,3,3,0.2099
3,3,0,0,0.1422
3,3,3,3,0.1428
3,3,0,0,0.228
3,3,0,0,0.4417
3,3,3,3,0.1717
3,3,3,3,0.2258
3,3,0,0,0.268
3,3,0,0,0.2944
3,3,3,3,0.2059
3,3,0,0,0.1479
3,3,3,3,0.2018
3,3,3,3,0.15
3,3,3,3,0.2599
3,3,3,3,0.1958
3,3,3,3,0.1842
3,3,3,3,0.1823
3,3,0,0,0.1964
3,3,0,3,0.1522
3,3,3,3,0.2139
3,3,0,0,0.1798
3,3,3,3,0.1038
4,3,3,3,0.1898
4,3,3,3,0.1546
4,3,3,3,0.1611
4,3,3,3,0.3358
4,3,3,3,0.2381
4,3,0,0,0.5918
4,3,0,0,0.5064
4,3,3,3,0.2924
4,3,3,3,0.1963
4,3,0,0,0.4177
4,3,0,0,0.3341
4,3,0,0,0.2839
4,3,0,0,0.6618
4,3,3,3,0.2544
4,3,0,0,0.4578
4,3,3,3,0.2037
4,3,3,3,0.178
4,3,3,3,0.1419
4,3,0,0,0.3881
4,3,3,3,0.2641
4,3,3,3,0.2637
4,3,3,3,0.3082
4,3,3,3,0.3716
4,3,3,0,0.5598
4,3,3,3,0.3563
4,3,0,0,0.4518
4,3,0,0,0.3818
4,3,0,0,0.4338
4,3,0,0,0.3077
4,3,0,0,0.4124
1,4,0,0,0.2258
1,4,4,0,0.198
1,4,0,4,0.2998
1,4,0,0,0.2758
1,4,0,0,0.35
1,4,0,0,0.2599
1,4,4,4,0.2124
1,4,4,4,0.3019
1,4,4,0,0.1884
1,4,0,0,0.2477
1,4,0,0,0.1303
1,4,0,0,0.2087
1,4,0,0,0.2759
1,4,0,0,0.2284
1,4,4,4,0.3422
1,4,4,4,0.2021
1,4,4,0,0.1563
1,4,0,0,0.2501
1,4,0,4,0.1162
1,4,4,0,0.2181
1,4,4,4,0.2058
1,4,0,0,0.1768
1,4,0,4,0.2843
1,4,4,4,0.2444
1,4,4,4,0.1565
1,4,4,4,0.2059
1,4,0,0,0.2679
1,4,4,4,0.2361
1,4,4,4,0.1262
1,4,4,4,0.2043
2,4,4,4,0.2101
2,4,0,0,0.1237
2,4,4,4,0.134
2,4,0,0,0.1798
2,4,0,0,0.2439
2,4,0,0,0.1977
2,4,0,0,0.1998
2,4,0,0,0.2019
2,4,4,0,0.1401
2,4,0,0,0.2358
2,4,4,4,0.1502
2,4,0,0,0.2278
2,4,0,0,0.2238
2,4,0,0,0.1944
2,4,4,4,0.1681
2,4,4,4,0.2919
2,4,0,0,0.1737
2,4,0,0,0.1459
2,4,4,4,0.1602
2,4,4,0,0.1398
2,4,0,0,0.2179
2,4,4,4,0.1661
2,4,0,0,0.1561
2,4,0,0,0.354
2,4,4,4,0.1999
2,4,0,0,0.1799
2,4,4,4,0.2436
2,4,4,4,0.2497
2,4,0,0,0.2179
2,4,4,4,0.14
3,4,4,4,0.3288
3,4,0,0,0.2082
3,4,4,0,0.2218
3,4,0,0,0.2956
3,4,4,4,0.3206
3,4,4,0,0.2311
3,4,0,0,0.2747
3,4,0,4,0.2838
3,4,0,0,0.2359
3,4,4,4,0.2541
3,4,0,0,0.2898
3,4,0,0,0.2364
3,4,4,4,0.2379
3,4,4,0,0.1438
3,4,0,0,0.1979
3,4,0,4,0.2667
3,4,4,4,0.356
3,4,4,4,0.1724
3,4,0,0,0.2482
3,4,0,0,0.3221
3,4,4,4,0.2944
3,4,0,0,0.2121
3,4,4,4,0.3601
3,4,0,0,0.2546
3,4,4,4,0.3136
3,4,0,0,0.41
3,4,0,0,0.4857
3,4,4,4,0.1743
3,4,4,4,0.2445
3,4,4,0,0.1263
4,4,4,4,0.3799
4,4,4,4,0.2481
4,4,4,0,0.216
4,4,4,0,0.3638
4,4,0,4,0.6082
4,4,0,0,0.34
4,4,0,0,0.2903
4,4,4,4,0.2484
4,4,0,0,0.5557
4,4,4,4,0.2742
4,4,4,4,0.2599
4,4,4,4,0.28
4,4,4,4,0.5757
4,4,4,4,0.1939
4,4,0,0,0.2878
4,4,4,4,0.3604
4,4,4,4,0.2459
4,4,4,4,0.3122
4,4,0,0,0.3998
4,4,4,4,0.2598
4,4,0,0,0.3563
4,4,4,4,0.1539
4,4,0,0,0.5357
4,4,0,0,0.4935
4,4,0,0,0.3258
4,4,4,4,0.2138
4,4,0,0,0.338
4,4,4,4,0.2498
4,4,0,0,0.282
4,4,0,4,0.2743
1,5,0,0,0.3123
1,5,0,0,0.2758
1,5,5,5,0.2459
1,5,5,0,0.216
1,5,0,0,0.186
1,5,5,0,0.1444
1,5,0,5,0.3658
1,5,5,5,0.2099
1,5,0,0,0.1981
1,5,5,5,0.3118
1,5,5,5,0.2238
1,5,5,0,0.4958
1,5,5,0,0.4098
1,5,5,5,0.2979
1,5,5,5,0.282
1,5,0,0,0.2178
1,5,5,5,0.1561
1,5,0,0,0.2418
1,5,0,0,0.2359
1,5,5,5,0.2199
1,5,0,0,0.1659
1,5,5,5,0.1319
1,5,5,5,0.1759
1,5,5,0,0.1638
1,5,5,5,0.2499
1,5,5,5,0.2937
1,5,0,0,0.2297
1,5,5,5,0.1278
1,5,5,0,0.2642
1,5,5,5,0.2179
2,5,0,0,0.2979
2,5,0,5,0.2737
2,5,0,0,0.2357
2,5,5,5,0.4058
2,5,5,5,0.3838
2,5,0,0,0.1641
2,5,5,5,0.234
2,5,5,0,0.2258
2,5,5,5,0.3037
2,5,0,0,0.1979
2,5,5,0,0.3202
2,5,5,5,0.5836
2,5,0,0,0.5543
2,5,5,5,0.1679
2,5,0,0,0.1482
2,5,0,0,0.2558
2,5,5,5,0.2338
2,5,5,5,0.4277
2,5,5,5,0.3098
2,5,5,5,0.2599
2,5,5,5,0.3019
2,5,5,5,0.2538
2,5,0,0,0.1978
2,5,0,0,0.4095
2,5,0,5,0.3079
2,5,0,0,0.3458
2,5,0,5,0.3177
2,5,5,5,0.4297
2,5,0,0,0.3441
2,5,5,5,0.2857
3,5,5,5,0.3127
3,5,0,0,0.2164
3,5,5,5,0.4825
3,5,0,0,0.2357
3,5,0,0,0.3584
3,5,5,5,0.2421
3,5,5,5,0.366
3,5,5,0,0.1401
3,5,5,0,0.3086
3,5,0,0,0.5148
3,5,0,0,0.2902
3,5,0,0,0.3466
3,5,5,5,0.2327
3,5,5,5,0.3549
3,5,0,0,0.4118
3,5,0,0,0.5518
3,5,5,5,0.2623
3,5,5,5,0.2478
3,5,0,0,0.2903
3,5,5,5,0.3163
3,5,5,5,0.284
3,5,0,0,0.2701
3,5,5,5,0.1738
3,5,0,0,0.276
3,5,5,5,0.2201
3,5,5,5,0.3437
3,5,5,5,0.3257
3,5,0,0,0.4299
3,5,5,5,0.2339
3,5,0,5,0.2677
4,5,5,5,0.5479
4,5,0,0,0.3717
4,5,0,0,0.3744
4,5,0,0,0.3284
4,5,5,5,0.256
4,5,5,5,0.3938
4,5,5,5,0.3835
4,5,5,5,0.418
4,5,0,0,0.4019
4,5,0,0,0.3296
4,5,5,5,0.2097
4,5,5,5,0.1882
4,5,5,5,0.1859
4,5,5,5,0.1921
4,5,0,0,0.2818
4,5,0,0,0.42
4,5,5,5,0.6374
4,5,0,0,0.3141
4,5,0,0,0.2199
4,5,0,5,0.322
4,5,0,0,0.306
4,5,5,5,0.3001
4,5,0,0,0.4218
4,5,0,0,0.42
4,5,0,5,0.4249
4,5,0,0,0.3198
4,5,5,5,0.25
4,5,0,0,0.2536
4,5,0,0,0.3152
4,5,5,5,0.2757
1,6,6,6,0.2301
1,6,6,0,0.19
1,6,6,6,0.2501
1,6,6,0,0.1936
1,6,6,0,0.2942
1,6,6,0,0.3282
1,6,6,6,0.1838
1,6,0,0,0.3304
1,6,0,0,0.2876
1,6,6,6,0.3911
1,6,0,0,0.1791
1,6,6,6,0.2242
1,6,6,0,0.2978
1,6,6,6,0.2818
1,6,0,0,0.2037
1,6,6,6,0.1521
1,6,6,0,0.142
1,6,6,6,0.1242
1,6,0,0,0.2821
1,6,6,6,0.1284
1,6,6,6,0.244
1,6,0,6,0.1981
1,6,6,6,0.2596
1,6,6,6,0.2199
1,6,6,6,0.3355
1,6,6,6,0.4218
1,6,0,0,0.3425
1,6,0,6,0.2861
1,6,6,6,0.1981
1,6,0,0,0.306
2,6,6,6,0.3961
2,6,6,0,0.2528
2,6,6,0,0.2162
2,6,0,0,0.2263
2,6,0,0,0.2619
2,6,6,6,0.2057
2,6,0,0,0.2399
2,6,0,6,0.1782
2,6,6,0,0.3019
2,6,6,6,0.3017
2,6,6,6,0.4458
2,6,0,0,0.3577
2,6,6,6,0.3459
2,6,0,0,0.3112
2,6,0,6,0.3901
2,6,0,0,0.3378
2,6,0,0,0.3597
2,6,0,6,0.3578
2,6,6,6,0.3637
2,6,0,0,0.2856
2,6,0,6,0.3597
2,6,6,6,0.3956
2,6,6,6,0.3518
2,6,6,6,0.3899
2,6,0,0,0.2498
2,6,6,6,0.2119
2,6,0,0,0.3421
2,6,6,6,0.2138
2,6,6,6,0.1939
2,6,0,0,0.3718
3,6,0,0,0.2706
3,6,0,0,0.7137
3,6,6,6,0.2804
3,6,6,6,0.2161
3,6,6,6,0.204
3,6,6,6,0.2097
3,6,6,0,0.2315
3,6,0,0,0.5697
3,6,0,0,0.4554
3,6,0,6,0.5854
3,6,6,6,0.3098
3,6,6,0,0.5019
3,6,6,6,0.2304
3,6,6,0,0.6096
3,6,6,6,0.472
3,6,6,6,0.4257
3,6,0,0,0.508
3,6,0,6,0.2861
3,6,0,0,0.3838
3,6,6,6,0.2997
3,6,6,6,0.4855
3,6,0,0,0.3718
3,6,0,0,0.3045
3,6,0,6,0.4578
3,6,6,6,0.6756
3,6,0,0,0.4537
3,6,6,6,0.2839
3,6,6,6,0.3422
3,6,6,6,0.4757
3,6,0,0,0.3665
4,6,6,6,0.1811
4,6,6,6,0.1918
4,6,0,0,0.2863
4,6,0,6,0.1819
4,6,6,6,0.2684
4,6,0,0,0.3022
4,6,0,0,0.4236
4,6,0,0,0.3316
4,6,6,6,0.2264
4,6,0,0,0.3638
4,6,6,6,0.2433
4,6,0,0,0.3485
4,6,6,6,0.2657
4,6,6,6,0.196
4,6,0,0,0.2859
4,6,6,6,0.3582
4,6,0,0,0.3717
4,6,6,6,0.2657
4,6,0,0,0.3235
4,6,6,6,0.4257
4,6,6,6,0.3497
4,6,6,6,0.2437
4,6,0,0,0.3355
4,6,0,6,0.4458
4,6,0,0,0.4335
4,6,6,6,0.1802
4,6,0,0,0.4503
4,6,6,6,0.1221
4,6,6,6,0.2179
4,6,6,6,0.2299
1,7,7,0,0.2422
1,7,0,0,0.2598
1,7,7,0,0.2838
1,7,7,7,0.3561
1,7,0,0,0.2559
1,7,0,7,0.2561
1,7,0,0,0.2898
1,7,0,0,0.2979
1,7,7,0,0.2899
1,7,7,7,0.2879
1,7,0,0,0.3698
1,7,7,0,0.4217
1,7,0,0,0.3198
1,7,7,7,0.2465
1,7,0,0,0.2238
1,7,0,7,0.2997
1,7,7,0,0.1798
1,7,0,0,0.2719
1,7,0,0,0.2639
1,7,7,7,0.3058
1,7,7,0,0.2564
1,7,0,0,0.2658
1,7,7,7,0.2659
1,7,0,0,0.2037
1,7,7,7,0.3298
1,7,0,0,0.2559
1,7,0,0,0.1858
1,7,7,0,0.1979
1,7,7,7,0.3218
1,7,7,7,0.4317
2,7,7,7,0.2342
2,7,7,7,0.3539
2,7,0,0,0.3517
2,7,0,0,0.2462
2,7,7,7,0.3116
2,7,0,0,0.2961
2,7,0,0,0.3178
2,7,0,7,0.2839
2,7,0,0,0.5076
2,7,0,0,0.3478
2,7,0,7,0.3517
2,7,0,0,0.3019
2,7,0,0,0.4618
2,7,7,7,0.3661
2,7,7,7,0.3857
2,7,7,7,0.4119
2,7,7,0,0.3917
2,7,0,0,0.55
2,7,0,0,0.3458
2,7,7,0,0.4137
2,7,0,7,0.3678
2,7,7,7,0.3481
2,7,7,7,0.2737
2,7,7,0,0.3618
2,7,0,0,0.5597
2,7,7,7,0.368
2,7,0,0,0.3239
2,7,7,7,0.3678
2,7,0,0,0.3738
2,7,0,7,0.3298
3,7,7,0,0.4084
3,7,0,0,0.3739
3,7,0,0,0.336
3,7,7,7,0.2647
3,7,0,7,0.3802
3,7,7,7,0.4021
3,7,7,0,0.2059
3,7,0,0,0.4019
3,7,7,7,0.1962
3,7,7,0,0.3124
3,7,0,0,0.3097
3,7,7,7,0.2222
3,7,7,7,0.2439
3,7,0,0,0.3197
3,7,0,0,0.316
3,7,7,7,0.1967
3,7,0,0,0.3299
3,7,0,0,0.4797
3,7,7,7,0.1837
3,7,0,0,0.43
3,7,0,0,0.2239
3,7,0,0,0.4118
3,7,0,7,0.3295
3,7,7,7,0.3774
3,7,0,0,0.4524
3,7,0,0,0.4157
3,7,0,7,0.3707
3,7,0,0,0.3601
3,7,7,7,0.3485
3,7,0,0,0.354
4,7,0,0,0.2718
4,7,0,0,0.3356
4,7,0,0,0.3177
4,7,0,0,0.3096
4,7,7,7,0.3078
4,7,7,7,0.4058
4,7,7,7,0.2094
4,7,0,0,0.3178
4,7,7,7,0.2921
4,7,7,7,0.4278
4,7,7,7,0.2298
4,7,0,0,0.2738
4,7,0,0,0.4699
4,7,7,7,0.3577
4,7,0,0,0.4117
4,7,0,7,0.1839
4,7,0,7,0.4143
4,7,0,7,0.2739
4,7,0,0,0.3299
4,7,0,7,0.5277
4,7,7,0,0.2637
4,7,0,0,0.4024
4,7,7,7,0.4374
4,7,7,7,0.274
4,7,0,0,0.4418
4,7,0,0,0.7665
4,7,0,0,0.7793
4,7,0,0,0.7179
4,7,0,7,0.5639
4,7,0,0,0.4167
1,8,8,8,0.2978
1,8,0,8,0.2178
1,8,0,0,0.2538
1,8,8,8,0.224
1,8,8,8,0.2078
1,8,0,0,0.3618
1,8,8,8,0.2242
1,8,0,0,0.2819
1,8,0,0,0.232
1,8,8,8,0.2906
1,8,0,0,0.2901
1,8,0,0,0.3376
1,8,0,0,0.3618
1,8,0,0,0.3319
1,8,0,8,0.3942
1,8,0,0,0.3098
1,8,8,8,0.2119
1,8,0,0,0.2299
1,8,0,0,0.3758
1,8,0,0,0.1301
1,8,0,8,0.2257
1,8,0,0,0.2077
1,8,8,8,0.1699
1,8,8,8,0.3038
1,8,0,0,0.2079
1,8,0,0,0.4337
1,8,8,8,0.2998
1,8,8,8,0.2277
1,8,0,0,0.3356
1,8,0,0,0.3804
2,8,8,8,0.3416
2,8,8,8,0.2118
2,8,8,8,0.2459
2,8,0,0,0.2799
2,8,8,8,0.3582
2,8,8,8,0.2219
2,8,0,0,0.3245
2,8,8,8,0.2158
2,8,0,0,0.2098
2,8,8,8,0.1739
2,8,8,8,0.2401
2,8,0,0,0.2461
2,8,0,0,0.2993
2,8,0,0,0.334
2,8,0,0,0.3342
2,8,0,0,0.3742
2,8,8,8,0.3085
2,8,8,8,0.2256
2,8,8,8,0.2518
2,8,8,8,0.2839
2,8,8,8,0.2139
2,8,8,8,0.1839
2,8,8,8,0.2217
2,8,8,8,0.146
2,8,0,0,0.3299
2,8,8,8,0.1619
2,8,8,8,0.2076
2,8,0,0,0.3238
2,8,0,0,0.3298
2,8,0,0,0.3124
3,8,8,8,0.2982
3,8,0,0,0.29
3,8,0,0,0.308
3,8,0,0,0.3637
3,8,8,8,0.2256
3,8,0,0,0.3081
3,8,8,8,0.308
3,8,0,0,0.2496
3,8,0,0,0.2539
3,8,8,8,0.2399
3,8,0,0,0.2263
3,8,0,0,0.3178
3,8,0,0,0.3524
3,8,8,8,0.2139
3,8,0,0,0.1957
3,8,0,0,0.2583
3,8,8,8,0.4096
3,8,0,0,0.1999
3,8,8,8,0.1399
3,8,0,0,0.4018
3,8,0,0,0.3402
3,8,0,0,0.3238
3,8,0,0,0.2915
3,8,8,8,0.2322
3,8,8,8,0.1884
3,8,8,8,0.1939
3,8,8,8,0.1578
3,8,0,0,0.2038
3,8,0,8,0.5521
3,8,8,8,0.1738
4,8,0,0,0.2121
4,8,8,8,0.2739
4,8,8,8,0.1938
4,8,0,0,0.3818
4,8,0,0,0.2847
4,8,8,8,0.2597
4,8,0,0,0.2378
4,8,8,8,0.2897
4,8,8,8,0.3214
4,8,8,8,0.2339
4,8,8,8,0.2183
4,8,8,8,0.1979
4,8,8,8,0.1799
4,8,8,8,0.2161
4,8,0,0,0.3262
4,8,0,0,0.3238
4,8,8,8,0.2276
4,8,0,0,0.2619
4,8,8,8,0.4496
4,8,8,8,0.25
4,8,8,8,0.3022
4,8,8,8,0.5116
4,8,8,8,0.4236
4,8,0,0,0.2898
4,8,8,0,0.4057
4,8,8,8,0.2338
4,8,0,0,0.2854
4,8,8,8,0.224
4,8,8,8,0.2524
4,8,8,8,0.2458
1,9,0,0,0.2906
1,9,9,9,0.1536
1,9,9,0,0.2401
1,9,9,9,0.3218
1,9,0,0,0.2719
1,9,0,0,0.19
1,9,0,0,0.5642
1,9,9,9,0.1671
1,9,0,0,0.2512
1,9,9,9,0.2282
1,9,0,0,0.3263
1,9,9,9,0.1881
1,9,0,0,0.3128
1,9,0,0,0.3898
1,9,0,0,0.2881
1,9,9,9,0.2019
1,9,9,9,0.2204
1,9,9,9,0.2626
1,9,0,0,0.3421
1,9,0,0,0.2982
1,9,0,0,0.3998
1,9,0,0,0.1886
1,9,0,0,0.1339
1,9,0,0,0.27
1,9,9,0,0.2138
1,9,9,0,0.3758
1,9,9,9,0.2458
1,9,9,9,0.2238
1,9,9,9,0.2021
1,9,0,0,0.3417
2,9,9,9,0.21
2,9,0,0,0.1639
2,9,9,9,0.1601
2,9,0,0,0.2517
2,9,0,0,0.262
2,9,0,0,0.1859
2,9,0,0,0.2797
2,9,9,9,0.2219
2,9,0,0,0.2339
2,9,0,0,0.2498
2,9,9,9,0.1718
2,9,0,0,0.202
2,9,0,0,0.4478
2,9,0,0,0.1779
2,9,0,0,0.1961
2,9,9,9,0.2378
2,9,0,0,0.2478
2,9,9,9,0.2816
2,9,9,9,0.3019
2,9,0,0,0.2999
2,9,9,9,0.4597
2,9,9,9,0.2619
2,9,9,0,0.2119
2,9,0,0,0.2779
2,9,9,9,0.1979
2,9,0,0,0.2597
2,9,9,9,0.1878
2,9,9,0,0.216
2,9,9,9,0.2577
2,9,9,9,0.2659
3,9,0,0,0.2818
3,9,0,9,0.322
3,9,9,9,0.2902
3,9,9,9,0.2339
3,9,0,0,0.2194
3,9,0,0,0.3361
3,9,0,0,0.3205
3,9,9,9,0.2222
3,9,9,9,0.2685
3,9,0,0,0.3716
3,9,0,0,0.2986
3,9,9,9,0.282
3,9,9,9,0.2583
3,9,0,0,0.356
3,9,0,0,0.3227
3,9,9,9,0.178
3,9,9,9,0.2706
3,9,9,9,0.2005
3,9,0,0,0.2678
3,9,0,0,0.3503
3,9,0,0,0.5418
3,9,0,9,0.3876
3,9,9,9,0.2258
3,9,0,0,0.302
3,9,9,9,0.2643
3,9,0,0,0.3198
3,9,0,0,0.2334
3,9,9,9,0.228
3,9,0,0,0.2216
3,9,0,0,0.2364
4,9,9,9,0.1643
4,9,0,0,0.2661
4,9,9,9,0.2473
4,9,9,9,0.198
4,9,9,9,0.2024
4,9,0,0,0.2385
4,9,0,0,0.2564
4,9,0,0,0.4281
4,9,9,9,0.2158
4,9,0,0,0.2759
4,9,9,9,0.2279
4,9,9,9,0.2082
4,9,9,9,0.3237
4,9,9,9,0.108
4,9,9,9,0.1718
4,9,0,0,0.2255
4,9,0,9,0.4841
4,9,0,0,0.2375
4,9,0,0,0.2724
4,9,9,9,0.2001
4,9,0,0,0.3159
4,9,0,0,0.2701
4,9,0,0,0.2618
4,9,9,9,0.1775
4,9,0,0,0.1919
4,9,0,0,0.2778
4,9,9,9,0.2485
4,9,9,9,0.2339
4,9,9,9,0.2058
4,9,0,0,0.2433
1,10,0,0,0.2119
1,10,0,0,0.2161
