session,location,response_location,reaction_time
1,0,0,0.5094
1,49,0,0.4824
1,0,58,1.0903
1,36,36,1.0345
1,4,0,0.3419
1,0,0,0.2682
1,3,3,0.6081
1,0,0,0.4032
1,0,0,1.1338
1,16,0,0.4288
1,49,49,0.8021
1,23,23,0.5961
1,57,55,0.798
1,0,0,0.3023
1,0,0,0.2903
1,0,0,0.3423
1,0,0,0.3058
1,25,25,0.8465
1,4,4,0.7179
1,0,0,0.4245
1,50,0,0.6302
1,0,0,0.4986
1,47,47,0.5562
1,17,0,0.3863
1,31,31,0.452
1,9,0,0.5135
1,26,26,0.6462
1,26,26,0.7186
1,20,46,0.9579
1,55,55,0.7201
1,0,0,0.2993
1,0,0,0.3525
1,0,0,0.4282
1,0,59,1.0494
1,8,0,0.5443
1,0,0,0.5141
1,0,0,0.3806
1,0,0,0.3481
1,0,0,0.4445
1,0,0,0.2988
1,0,0,0.4183
1,0,0,0.4834
1,13,0,0.5145
1,1,1,0.4706
1,49,0,0.4096
1,56,56,0.7905
1,0,0,0.4427
1,0,0,0.5204
1,24,24,0.6606
1,20,20,0.5079
1,61,54,0.8407
1,0,0,0.2783
1,57,57,0.5401
1,0,0,0.2966
1,51,0,0.3086
1,0,0,0.2961
1,35,0,0.301
1,0,0,0.5161
1,23,0,0.2729
1,18,18,0.6767
1,0,0,0.2921
1,0,20,0.8244
1,0,0,0.2924
1,0,0,0.2469
1,0,0,0.4233
1,38,0,0.2962
1,0,0,0.4051
1,18,0,0.4533
1,0,55,0.9017
1,1,1,0.4666
1,56,0,0.2662
1,41,41,1.008
1,0,54,0.8226
1,6,0,0.568
1,0,0,0.4989
1,0,0,0.4129
1,0,0,0.4945
1,0,0,0.6524
1,57,57,0.7787
1,15,0,0.4523
1,10,0,0.5797
1,0,0,0.2683
1,61,61,0.9
1,0,0,0.3289
1,0,0,0.3802
1,0,0,0.4225
1,0,0,0.3021
1,21,21,0.5947
1,0,0,0.4658
1,0,0,0.379
1,0,0,0.4365
1,43,43,0.738
1,0,0,0.517
1,20,20,0.602
1,0,0,0.2603
1,35,0,0.4442
1,0,0,0.3762
1,0,0,0.3942
1,0,0,0.3942
1,0,0,0.3658
1,25,25,0.6991
1,0,0,0.3448
1,0,0,0.5402
1,45,0,0.449
1,0,0,0.446
1,18,18,0.7806
1,59,0,0.5032
1,0,0,0.4448
1,21,21,0.626
1,0,0,0.2913
1,27,55,0.8165
1,0,20,0.5666
1,0,0,0.2505
1,4,4,0.5241
1,0,0,0.3602
1,33,33,0.5863
1,0,52,0.9081
1,0,0,0.2945
1,0,0,0.2846
1,2,2,0.5138
1,0,0,0.496
1,0,0,0.3668
1,0,0,0.2669
1,59,54,0.786
1,35,0,0.4349
1,49,49,0.834
1,0,0,0.3383
1,0,0,0.2787
1,16,0,0.3182
1,3,3,0.6104
1,0,0,0.3069
1,47,47,0.7527
1,31,31,0.7818
1,0,0,0.2124
1,0,0,0.2305
1,18,0,0.4883
1,7,0,0.3748
1,59,0,0.9284
1,0,53,0.7797
1,42,42,0.5645
1,0,0,0.4902
1,47,47,0.512
1,0,0,0.2291
1,42,0,0.5973
1,0,0,0.2625
1,0,0,0.234
1,0,0,0.3183
1,0,0,0.338
1,0,53,0.8298
1,0,0,0.5159
1,0,0,0.3123
1,10,0,0.4043
1,0,0,0.5567
1,0,0,0.5186
1,17,17,0.788
1,0,0,0.4922
1,0,0,0.2502
1,0,0,0.3524
1,0,0,0.37
1,3,0,0.2941
1,0,58,1.1904
1,35,0,0.3202
1,0,0,0.3445
1,0,0,0.3063
1,0,0,0.2661
1,32,0,0.2881
1,28,50,1.2803
1,0,0,0.4681
1,19,19,0.7603
1,0,0,0.6843
1,0,0,0.2361
1,0,0,0.2985
1,13,0,0.3289
1,21,0,0.5386
1,31,58,0.8962
1,35,0,0.4369
1,0,0,0.282
1,0,0,0.3767
1,0,0,0.5326
1,28,0,0.3886
1,16,0,0.4359
1,27,0,0.4725
1,14,0,0.4329
1,0,53,0.8959
1,0,0,0.3583
1,46,46,0.8929
1,0,0,0.3903
1,22,0,0.3867
1,23,23,0.6061
1,0,0,0.4397
1,0,0,0.2803
1,12,0,0.3323
1,59,59,0.7417
1,58,58,0.7327
1,0,52,0.9164
