session,location,response_location,reaction_time
1,0,0,0.3902
1,0,0,0.4825
1,19,19,0.638
1,17,17,0.943
1,0,0,0.2925
1,28,28,0.8165
1,0,0,0.3195
1,11,11,0.8802
1,27,27,0.9356
1,34,34,0.9218
1,55,0,0.3804
1,0,0,0.3321
1,35,0,0.3665
1,0,0,0.2957
1,22,22,0.7914
1,0,0,0.3341
1,0,0,0.2223
1,35,0,0.4422
1,0,0,0.2504
1,0,0,0.3727
1,0,0,0.2369
1,0,0,0.2504
1,0,0,0.2764
1,10,11,1.0418
1,6,6,1.0579
1,0,0,0.209
1,50,50,0.7703
1,0,0,0.494
1,0,0,0.3049
1,42,42,0.6338
1,53,53,0.6919
1,0,0,0.2773
1,25,25,0.8708
1,0,0,0.2141
1,40,40,0.4506
1,33,33,0.6585
1,0,0,0.4276
1,11,11,0.8149
1,35,0,0.2923
1,43,0,0.3015
1,0,0,0.3756
1,25,25,0.7034
1,3,3,0.4968
1,0,0,0.3521
1,0,0,0.2742
1,26,26,1.1002
1,0,0,0.2403
1,47,47,0.6601
1,0,0,0.2966
1,40,40,0.466
1,47,47,0.613
1,3,3,0.5063
1,10,10,0.7902
1,0,0,0.3117
1,0,0,0.2659
1,18,18,0.6768
1,0,0,0.295
1,0,0,0.4126
1,0,0,1.1032
1,0,0,0.3193
1,0,0,0.2436
1,23,23,0.4942
1,19,19,0.4524
1,60,0,0.9088
1,0,0,0.2749
1,0,0,0.3029
1,34,34,0.602
1,0,0,0.2437
1,0,0,0.3526
1,8,0,0.3146
1,0,0,0.4478
1,0,0,0.3242
1,0,0,0.35
1,0,0,0.3
1,0,0,0.4362
1,10,10,0.9173
1,0,0,0.2363
1,0,0,0.3077
1,0,0,0.2886
1,0,0,0.3624
1,0,0,0.3812
1,39,30,0.9701
1,57,57,0.9063
1,60,0,0.3085
1,14,0,0.3699
1,0,0,0.5496
1,32,32,0.4923
1,39,39,0.5139
1,0,0,0.2827
1,0,0,0.4251
1,0,0,0.3367
1,17,17,0.7319
1,36,36,0.9048
1,0,0,0.3357
1,0,0,0.9165
1,0,49,1.5857
1,5,5,0.9616
1,2,2,0.5036
1,0,0,0.4202
1,0,0,0.4418
1,46,46,0.8263
1,14,26,0.949
1,47,47,0.8807
1,45,45,0.9895
1,0,0,0.382
1,6,6,1.1647
1,27,0,0.3268
1,41,41,0.7279
1,0,0,0.3341
1,17,17,0.8721
1,39,39,0.5751
1,28,28,0.8288
1,24,24,0.7702
1,0,0,0.4703
1,0,0,0.3806
1,0,0,0.4867
1,0,0,0.431
1,0,0,0.3898
1,0,0,0.2746
1,0,0,0.2605
1,0,0,0.2921
1,33,33,0.754
1,10,10,1.1647
1,55,0,0.3282
1,31,0,0.4122
1,0,0,0.5457
1,0,0,0.3751
1,0,0,0.3486
1,60,0,1.1371
1,6,6,1.0622
1,0,0,0.4117
1,0,0,0.3664
1,0,0,0.6255
1,35,35,0.9461
1,39,39,0.867
1,0,0,0.5758
1,40,40,0.6
1,0,37,0.9756
1,33,33,0.7258
1,0,0,0.4167
1,23,23,0.6565
1,0,0,0.4522
1,0,0,0.443
1,0,0,0.4072
1,0,0,0.2756
1,0,0,0.6518
1,0,0,0.4323
1,0,0,0.4134
1,0,0,0.6223
1,0,0,0.4263
1,0,0,0.6462
1,0,0,0.8963
1,0,0,0.4593
1,0,50,0.9674
1,14,14,0.7259
1,19,0,0.5298
1,38,38,0.5144
1,0,0,0.38
1,28,28,0.7542
1,0,0,0.2676
1,0,0,0.2977
1,0,0,0.3788
1,11,0,0.8397
1,0,15,0.868
1,5,0,0.3662
1,22,22,0.6742
1,41,41,0.6779
1,0,0,0.3905
1,0,0,0.5074
1,0,0,0.4163
1,0,0,0.3203
1,15,15,0.784
1,39,39,0.6525
1,0,0,0.3806
1,45,45,0.6139
1,38,38,0.4644
1,0,0,0.2304
1,0,0,0.2864
1,0,0,0.2149
1,61,0,0.4607
1,0,0,0.3778
1,40,40,0.5623
1,12,0,0.3008
1,0,0,0.4878
1,0,0,0.2584
1,0,0,0.2467
1,55,0,0.298
1,22,22,0.7565
1,19,19,0.5586
1,32,32,0.5581
1,36,0,0.2314
1,0,0,0.2706
1,0,0,0.292
1,42,42,0.8327
1,36,36,0.5869
1,0,0,0.2145
1,0,0,0.5403
1,28,0,0.5332
1,18,18,0.7424
1,0,0,0.2483
1,0,0,0.7018
1,0,0,0.2807
1,0,0,0.238
1,0,0,0.2526
1,0,0,0.2964
1,0,0,0.2602
1,0,0,0.2441
1,21,21,0.4874
1,0,0,0.2663
1,0,0,0.2064
1,0,0,0.3527
1,0,0,0.1962
1,57,0,0.2944
1,6,0,0.6761
1,0,0,0.2628
1,56,56,0.9798
1,0,0,0.2883
1,0,0,0.3323
1,0,0,0.3386
1,42,42,0.6142
1,49,49,0.6134
1,0,0,0.2556
1,27,27,0.7733
1,0,0,0.3741
1,0,0,0.3414
1,51,0,0.338
1,28,28,0.9754
1,8,0,0.3122
1,0,0,0.4427
1,0,0,0.3436
1,35,35,0.9875
1,0,0,0.2943
1,16,0,0.2576
1,2,2,0.5297
1,0,0,0.2954
1,0,0,0.4702
1,38,38,0.7682
1,54,0,0.4262
1,15,0,0.4839
1,0,0,0.5017
1,24,24,0.5536
1,0,0,0.3116
1,7,7,0.6905
1,0,0,0.2563
1,55,55,1.5472
1,0,0,0.2395
1,39,39,0.3957
1,61,0,0.5439
1,0,0,0.4706
1,0,0,0.2342
1,0,0,0.3601
1,0,0,0.2638
1,2,2,0.6037
1,0,0,0.2638
1,0,0,0.2804
1,34,34,0.7647
1,0,0,0.4399
1,49,45,0.9562
1,0,0,0.3965
1,0,0,0.3085
1,12,0,0.7399
1,0,0,0.6235
